antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"quiz_score_quiz_GOOD, platform_activity_act_VHIGH",watch_time_watch_VHIGH,0.15193548387096775,0.29838709677419356,0.07758064516129032,0.5106157112526538,1.7112526539278128,1.0,0.032245057232049935,1.433664544118676,0.490095678380197,0.20813500649069666,0.30248676086585136,0.38530785562632686
watch_time_watch_VHIGH,"quiz_score_quiz_GOOD, platform_activity_act_VHIGH",0.29838709677419356,0.15193548387096775,0.07758064516129032,0.25999999999999995,1.7112526539278128,1.0,0.032245057232049935,1.1460331299040976,0.5923961096374887,0.20813500649069666,0.12742487637885122,0.38530785562632686
quiz_score_quiz_GOOD,"watch_time_watch_VHIGH, platform_activity_act_VHIGH",0.3496774193548387,0.14338709677419356,0.07758064516129032,0.22186346863468634,1.5473042806918507,1.0,0.027441415192507798,1.100851674092204,0.5439065439065437,0.18672360248447203,0.09161240925156378,0.3814604182318538
platform_activity_act_VHIGH,"watch_time_watch_VHIGH, quiz_score_quiz_GOOD",0.2796774193548387,0.15870967741935485,0.07758064516129032,0.2773933102652826,1.747803377687756,1.0,0.03319313215400624,1.1642437504827126,0.5939745250090077,0.21502011622708986,0.14107333658833435,0.3831072242383323
"watch_time_watch_VHIGH, platform_activity_act_VHIGH",status_status_COMPLETED,0.14338709677419356,0.5916129032258064,0.12741935483870967,0.888638920134983,1.5020614244375396,1.0,0.04258969823100936,3.6672336265884624,0.39019755987692134,0.20971595434032386,0.7273148913257879,0.5520075734807958
"watch_time_watch_VHIGH, status_status_COMPLETED",platform_activity_act_VHIGH,0.2651612903225806,0.2796774193548387,0.12741935483870967,0.4805352798053528,1.718176894344399,1.0,0.05325972944849115,1.386663141195135,0.5688156388570921,0.30525502318392583,0.2788443203746501,0.4680646410560789
"platform_activity_act_VHIGH, status_status_COMPLETED",watch_time_watch_VHIGH,0.25225806451612903,0.29838709677419356,0.12741935483870967,0.5051150895140665,1.6928181378309255,1.0,0.05214880332986471,1.4177294323580896,0.547340024682998,0.30106707317073167,0.2946467942499338,0.46607105827054673
watch_time_watch_VHIGH,"platform_activity_act_VHIGH, status_status_COMPLETED",0.29838709677419356,0.25225806451612903,0.12741935483870967,0.427027027027027,1.6928181378309255,1.0,0.05214880332986471,1.3050213024954351,0.5833260584897423,0.30106707317073167,0.23372898351328025,0.46607105827054673
platform_activity_act_VHIGH,"watch_time_watch_VHIGH, status_status_COMPLETED",0.2796774193548387,0.2651612903225806,0.12741935483870967,0.4555940023068051,1.718176894344399,1.0,0.05325972944849115,1.3497990705303444,0.5802785603745882,0.30525502318392583,0.2591489934816048,0.4680646410560789
status_status_COMPLETED,"watch_time_watch_VHIGH, platform_activity_act_VHIGH",0.5916129032258064,0.14338709677419356,0.12741935483870967,0.2153762268266085,1.5020614244375394,1.0,0.04258969823100936,1.091749871102244,0.8184594156818044,0.20971595434032386,0.08403927816324094,0.5520075734807958
"quiz_score_quiz_GOOD, course_Python Programming",status_status_COMPLETED,0.08629032258064516,0.5916129032258064,0.07435483870967742,0.8616822429906542,1.4564967029831124,1.0,0.02330437044745058,2.9525283347864,0.34302037284157216,0.12319615179048637,0.6613072300719022,0.4936819066643566
"status_status_COMPLETED, course_Python Programming",quiz_score_quiz_GOOD,0.15129032258064515,0.3496774193548387,0.07435483870967742,0.49147121535181243,1.4054988630909766,1.0,0.021452029136316345,1.2788314059646988,0.33993821373890987,0.17429111531190924,0.21803609503502902,0.35205479586778815
quiz_score_quiz_GOOD,"status_status_COMPLETED, course_Python Programming",0.3496774193548387,0.15129032258064515,0.07435483870967742,0.21263837638376384,1.4054988630909766,1.0,0.021452029136316345,1.0779159816316117,0.44363960334676183,0.17429111531190924,0.07228390984023868,0.35205479586778815
status_status_COMPLETED,"quiz_score_quiz_GOOD, course_Python Programming",0.5916129032258064,0.08629032258064516,0.07435483870967742,0.1256815703380589,1.4564967029831126,1.0,0.02330437044745058,1.0450536628544413,0.7674606683047022,0.12319615179048637,0.04311133911667524,0.4936819066643566
"platform_activity_act_VHIGH, course_Python Programming",status_status_COMPLETED,0.06774193548387097,0.5916129032258064,0.06322580645161291,0.9333333333333333,1.5776081424936388,1.0,0.02314880332986473,6.125806451612905,0.39273356401384085,0.10606060606060608,0.836756187467088,0.5201017811704834
"status_status_COMPLETED, course_Python Programming",platform_activity_act_VHIGH,0.15129032258064515,0.2796774193548387,0.06322580645161291,0.4179104477611941,1.4942588097574416,1.0,0.020913319458896996,1.237477253928867,0.38973502742031835,0.17192982456140354,0.19190433858472988,0.3219886725541842
platform_activity_act_VHIGH,"status_status_COMPLETED, course_Python Programming",0.2796774193548387,0.15129032258064515,0.06322580645161291,0.2260668973471742,1.4942588097574414,1.0,0.020913319458896996,1.0966189125522812,0.45919966732774636,0.17192982456140354,0.08810618843642723,0.3219886725541842
status_status_COMPLETED,"platform_activity_act_VHIGH, course_Python Programming",0.5916129032258064,0.06774193548387097,0.06322580645161291,0.10687022900763361,1.577608142493639,1.0,0.02314880332986473,1.043810311552247,0.8965244865718799,0.10606060606060608,0.04197152592514332,0.5201017811704834
"platform_activity_act_VHIGH, course_Python Programming",quiz_score_quiz_GOOD,0.06774193548387097,0.3496774193548387,0.03467741935483871,0.5119047619047619,1.4639342821999648,1.0,0.01098959417273673,1.3323682140047206,0.33993723344330884,0.09060261272650652,0.24945672713529848,0.3055372518010894
"quiz_score_quiz_GOOD, course_Python Programming",platform_activity_act_VHIGH,0.08629032258064516,0.2796774193548387,0.03467741935483871,0.40186915887850466,1.4369024135217583,1.0,0.010543964620187304,1.2042893145161289,0.3327736611999425,0.10467380720545277,0.16963474810719412,0.2629299658291024
platform_activity_act_VHIGH,"quiz_score_quiz_GOOD, course_Python Programming",0.2796774193548387,0.08629032258064516,0.03467741935483871,0.12399077277970011,1.4369024135217583,1.0,0.010543964620187304,1.0430365902864787,0.4221143731969714,0.10467380720545277,0.04126086341291098,0.2629299658291024
quiz_score_quiz_GOOD,"platform_activity_act_VHIGH, course_Python Programming",0.3496774193548387,0.06774193548387097,0.03467741935483871,0.09916974169741698,1.4639342821999648,1.0,0.01098959417273673,1.0348876005483707,0.4873108157991877,0.09060261272650652,0.03371148763390748,0.3055372518010894
"watch_time_watch_VHIGH, course_Python Programming",platform_activity_act_VHIGH,0.07483870967741936,0.2796774193548387,0.034193548387096775,0.4568965517241379,1.6336554905938034,1.0,0.013262851196670138,1.3263082437275986,0.41925212494408043,0.10674723061430011,0.24602745649119012,0.28957861034880483
"platform_activity_act_VHIGH, course_Python Programming",watch_time_watch_VHIGH,0.06774193548387097,0.29838709677419356,0.034193548387096775,0.5047619047619047,1.6916344916344914,1.0,0.013980228928199789,1.4167183622828785,0.43856499314487163,0.10301263362487852,0.294143404488232,0.30967824967824964
watch_time_watch_VHIGH,"platform_activity_act_VHIGH, course_Python Programming",0.29838709677419356,0.06774193548387097,0.034193548387096775,0.11459459459459459,1.6916344916344914,1.0,0.013980228928199789,1.0529166174327464,0.5827369334200823,0.10301263362487852,0.05025717759281772,0.30967824967824964
platform_activity_act_VHIGH,"watch_time_watch_VHIGH, course_Python Programming",0.2796774193548387,0.07483870967741936,0.034193548387096775,0.12226066897347175,1.6336554905938034,1.0,0.013262851196670138,1.0540273833241491,0.5384751877920388,0.10674723061430011,0.051258045264212834,0.28957861034880483
"status_status_DROPOUT, course_Python Programming",platform_activity_act_MED,0.10612903225806451,0.29612903225806453,0.06483870967741935,0.6109422492401215,2.063094741442676,1.0,0.03341082206035379,1.8091683467741932,0.5764716654906628,0.19216061185468447,0.44725984080860526,0.4149482488030673
"course_Python Programming, platform_activity_act_MED",status_status_DROPOUT,0.08193548387096775,0.40838709677419355,0.06483870967741935,0.7913385826771653,1.9377169086091726,1.0,0.03137731529656607,2.835276932440656,0.527118448516378,0.1523881728582259,0.6473007667934637,0.4750531775945068
status_status_DROPOUT,"course_Python Programming, platform_activity_act_MED",0.40838709677419355,0.08193548387096775,0.06483870967741935,0.15876777251184834,1.9377169086091726,1.0,0.03137731529656607,1.0913330304407087,0.8179820635101483,0.1523881728582259,0.08368942192084675,0.4750531775945068
platform_activity_act_MED,"status_status_DROPOUT, course_Python Programming",0.29612903225806453,0.10612903225806451,0.06483870967741935,0.21895424836601304,2.063094741442676,1.0,0.03341082206035379,1.1444540423808882,0.7320820279902047,0.19216061185468447,0.12622092022181178,0.4149482488030673
"status_status_DROPOUT, course_Python Programming",quiz_score_quiz_FAIL,0.10612903225806451,0.2585483870967742,0.06032258064516129,0.5683890577507599,2.1983856257359395,1.0,0.0328830905306972,1.7178702862335302,0.6098427757310727,0.1981981981981982,0.417883871667329,0.40085079837007737
"quiz_score_quiz_FAIL, course_Python Programming",status_status_DROPOUT,0.06919354838709678,0.40838709677419355,0.06032258064516129,0.8717948717948718,2.1347267792765425,1.0,0.03206482830385016,4.614580645161291,0.5710703619517465,0.14456899884035562,0.7832955848223024,0.5097520962449873
status_status_DROPOUT,"quiz_score_quiz_FAIL, course_Python Programming",0.40838709677419355,0.06919354838709678,0.06032258064516129,0.1477093206951027,2.1347267792765425,1.0,0.03206482830385016,1.0921232323836287,0.8984861120020528,0.14456899884035562,0.08435241523299891,0.5097520962449873
quiz_score_quiz_FAIL,"status_status_DROPOUT, course_Python Programming",0.2585483870967742,0.10612903225806451,0.06032258064516129,0.23331253898939489,2.1983856257359395,1.0,0.0328830905306972,1.1658870311556735,0.7352074533612366,0.1981981981981982,0.1422839663901567,0.40085079837007737
"course_Python Programming, platform_activity_act_MED",quiz_score_quiz_FAIL,0.08193548387096775,0.2585483870967742,0.04564516129032258,0.5570866141732284,2.1546706225040646,1.0,0.024460874089490114,1.6740329749103944,0.5837192613028265,0.15481400437636764,0.40264020184337956,0.3668152971053291
"quiz_score_quiz_FAIL, course_Python Programming",platform_activity_act_MED,0.06919354838709678,0.29612903225806453,0.04564516129032258,0.6596736596736597,2.2276561492247766,1.0,0.02515494276795005,2.0682235969951392,0.5920647467874279,0.14278506559031282,0.5164932836793514,0.406906546612429
platform_activity_act_MED,"quiz_score_quiz_FAIL, course_Python Programming",0.29612903225806453,0.06919354838709678,0.04564516129032258,0.15413943355119825,2.227656149224776,1.0,0.02515494276795005,1.1004253993311592,0.7829527162489108,0.14278506559031282,0.09126052469544778,0.406906546612429
quiz_score_quiz_FAIL,"course_Python Programming, platform_activity_act_MED",0.2585483870967742,0.08193548387096775,0.04564516129032258,0.17654398003742983,2.1546706225040646,1.0,0.024460874089490114,1.1148919843597263,0.7227605036623208,0.15481400437636764,0.1030521216149095,0.3668152971053291
"course_Python Programming, course_Data Visualization",platform_activity_act_MED,0.06129032258064516,0.29612903225806453,0.022258064516129033,0.3631578947368421,1.2263501891984865,1.0,0.004108220603537983,1.1052519328179153,0.19662333781562832,0.06641000962463908,0.09522890636306625,0.2191606467148263
platform_activity_act_MED,"course_Python Programming, course_Data Visualization",0.29612903225806453,0.06129032258064516,0.022258064516129033,0.07516339869281045,1.2263501891984865,1.0,0.004108220603537983,1.0150005699304685,0.2622245247678636,0.06641000962463908,0.014778878332547223,0.2191606467148263
"watch_time_watch_VHIGH, course_Python Programming",status_status_COMPLETED,0.07483870967741936,0.5916129032258064,0.06741935483870967,0.9008620689655171,1.5227221449253563,1.0,0.02314380853277835,4.119382889200557,0.3710502959567042,0.11254711900915455,0.7572451925695918,0.5074103147444816
"status_status_COMPLETED, course_Python Programming",watch_time_watch_VHIGH,0.15129032258064515,0.29838709677419356,0.06741935483870967,0.44562899786780386,1.4934593442056128,1.0,0.02227627471383975,1.2656017369727048,0.3893129215700181,0.1763713080168776,0.2098620199495135,0.33578747190687486
watch_time_watch_VHIGH,"status_status_COMPLETED, course_Python Programming",0.29838709677419356,0.15129032258064515,0.06741935483870967,0.22594594594594591,1.4934593442056128,1.0,0.02227627471383975,1.0964475581185797,0.47093438926469783,0.1763713080168776,0.08796367633311758,0.33578747190687486
status_status_COMPLETED,"watch_time_watch_VHIGH, course_Python Programming",0.5916129032258064,0.07483870967741936,0.06741935483870967,0.11395856052344602,1.5227221449253563,1.0,0.02314380853277835,1.0441512655086849,0.8405783955796425,0.11254711900915455,0.04228435760902464,0.5074103147444816
"watch_time_watch_VHIGH, course_Python Programming",quiz_score_quiz_GOOD,0.07483870967741936,0.3496774193548387,0.038870967741935485,0.5193965517241379,1.4853591423845272,1.0,0.012701560874089489,1.3531375669029366,0.35319478926138764,0.10079464659138436,0.26097684044882313,0.3152794566738771
"quiz_score_quiz_GOOD, course_Python Programming",watch_time_watch_VHIGH,0.08629032258064516,0.29838709677419356,0.038870967741935485,0.4504672897196262,1.5096741601414498,1.0,0.013123048907388139,1.2767445687952603,0.36948870732055683,0.11240671641791045,0.21675797615211084,0.29036877999494826
watch_time_watch_VHIGH,"quiz_score_quiz_GOOD, course_Python Programming",0.29838709677419356,0.08629032258064516,0.038870967741935485,0.13027027027027027,1.5096741601414498,1.0,0.013123048907388139,1.0505673730427634,0.4811847188438976,0.11240671641791045,0.04813339376446173,0.29036877999494826
quiz_score_quiz_GOOD,"watch_time_watch_VHIGH, course_Python Programming",0.3496774193548387,0.07483870967741936,0.038870967741935485,0.11116236162361624,1.4853591423845274,1.0,0.012701560874089489,1.0408664646701375,0.5024616347230454,0.10079464659138436,0.0392619668874513,0.3152794566738771
"platform_activity_act_HIGH, course_Python Programming",status_status_COMPLETED,0.07129032258064516,0.5916129032258064,0.06483870967741935,0.9095022624434389,1.5373266159076668,1.0,0.022662434963579607,4.512677419354839,0.37635027364048124,0.10841423948220065,0.778402064434961,0.509549386401654
"status_status_COMPLETED, course_Python Programming",platform_activity_act_HIGH,0.15129032258064515,0.2793548387096774,0.06483870967741935,0.4285714285714286,1.534147146156384,1.0,0.022575026014568157,1.2611290322580646,0.4102369187888002,0.1772486772486772,0.20705972630771202,0.33033652259980206
platform_activity_act_HIGH,"status_status_COMPLETED, course_Python Programming",0.2793548387096774,0.15129032258064515,0.06483870967741935,0.2321016166281755,1.534147146156384,1.0,0.022575026014568157,1.1052369633761825,0.4831393613846613,0.1772486772486772,0.09521665205144206,0.33033652259980206
status_status_COMPLETED,"platform_activity_act_HIGH, course_Python Programming",0.5916129032258064,0.07129032258064516,0.06483870967741935,0.10959651035986914,1.5373266159076668,1.0,0.022662434963579607,1.0430211563913636,0.855855006169783,0.10841423948220065,0.04124667666397858,0.509549386401654
"platform_activity_act_HIGH, course_Python Programming",quiz_score_quiz_GOOD,0.07129032258064516,0.3496774193548387,0.03725806451612903,0.5226244343891402,1.494590172146065,1.0,0.012329448491155044,1.3622871120623756,0.35632261682973726,0.09709962168978561,0.2659403504991739,0.3145871249436476
"quiz_score_quiz_GOOD, course_Python Programming",platform_activity_act_HIGH,0.08629032258064516,0.2793548387096774,0.03725806451612903,0.4317757009345794,1.5456174051930671,1.0,0.013152445369406865,1.268240662139219,0.38634739782136074,0.11345776031434182,0.2115061203657995,0.2825737627074745
platform_activity_act_HIGH,"quiz_score_quiz_GOOD, course_Python Programming",0.2793548387096774,0.08629032258064516,0.03725806451612903,0.1333718244803695,1.5456174051930671,1.0,0.013152445369406865,1.0543272227117404,0.4898518372108344,0.11345776031434182,0.051527857330678,0.2825737627074745
quiz_score_quiz_GOOD,"platform_activity_act_HIGH, course_Python Programming",0.3496774193548387,0.07129032258064516,0.03725806451612903,0.10654981549815497,1.4945901721460653,1.0,0.012329448491155044,1.0394644195380285,0.5088555624269908,0.09709962168978561,0.03796610908102827,0.3145871249436476
"platform_activity_act_HIGH, course_Python Programming",watch_time_watch_VHIGH,0.07129032258064516,0.29838709677419356,0.03532258064516129,0.49547511312217196,1.6605111899229545,1.0,0.014050468262226848,1.3906408216403878,0.42831018507504354,0.10564399421128799,0.28090705778332553,0.3069267457502752
"watch_time_watch_VHIGH, course_Python Programming",platform_activity_act_HIGH,0.07483870967741936,0.2793548387096774,0.03532258064516129,0.47198275862068967,1.6895456717368798,1.0,0.01441602497398543,1.3648136932192234,0.441139196168714,0.11077389984825495,0.2672992621862748,0.2992130883172732
platform_activity_act_HIGH,"watch_time_watch_VHIGH, course_Python Programming",0.2793548387096774,0.07483870967741936,0.03532258064516129,0.1264434180138568,1.6895456717368795,1.0,0.01441602497398543,1.0590742596422404,0.5663326833535685,0.11077389984825495,0.05577914778345749,0.2992130883172732
watch_time_watch_VHIGH,"platform_activity_act_HIGH, course_Python Programming",0.29838709677419356,0.07129032258064516,0.03532258064516129,0.11837837837837838,1.6605111899229545,1.0,0.014050468262226848,1.0534107315915429,0.5669448380832415,0.10564399421128799,0.05070266515212677,0.3069267457502752
"course_Deep Learning, course_Python Programming",course_Machine Learning,0.05887096774193548,0.37951612903225806,0.04096774193548387,0.6958904109589041,1.8336253922419063,1.0,0.018625260145681586,2.0403298459750077,0.48307120350316113,0.1030844155844156,0.5098831681687563,0.4019188561381856
"course_Machine Learning, course_Python Programming",course_Deep Learning,0.08693548387096774,0.26129032258064516,0.04096774193548387,0.47124304267161415,1.8035227559037086,1.0,0.018252341311134238,1.3970684776457274,0.4879497376023546,0.13333333333333333,0.28421547261222874,0.31401658306420216
course_Deep Learning,"course_Machine Learning, course_Python Programming",0.26129032258064516,0.08693548387096774,0.04096774193548387,0.15679012345679014,1.8035227559037086,1.0,0.018252341311134238,1.0828437160534643,0.6031186603857924,0.13333333333333333,0.07650569959938154,0.31401658306420216
course_Machine Learning,"course_Deep Learning, course_Python Programming",0.37951612903225806,0.05887096774193548,0.04096774193548387,0.10794730131746706,1.8336253922419063,1.0,0.018625260145681586,1.0550150609353148,0.7327061274865988,0.1030844155844156,0.05214623276234718,0.4019188561381856
"course_Deep Learning, course_Python Programming",platform_activity_act_MED,0.05887096774193548,0.29612903225806453,0.020967741935483872,0.35616438356164387,1.202733757125377,1.0,0.0035343392299687845,1.0932463967055595,0.17910487113571957,0.06277160791887978,0.08529312055045644,0.2134852418897544
platform_activity_act_MED,"course_Deep Learning, course_Python Programming",0.29612903225806453,0.05887096774193548,0.020967741935483872,0.07080610021786493,1.202733757125377,1.0,0.0035343392299687845,1.012844609159324,0.23947683846858928,0.06277160791887978,0.012681717455143545,0.2134852418897544
status_status_COMPLETED,watch_time_watch_HIGH,0.5916129032258064,0.2403225806451613,0.21903225806451612,0.3702290076335878,1.5405502331062042,1.0,0.07685431841831425,1.206275659824047,0.8591879611081251,0.35736842105263156,0.17100209072786504,0.640819201803371
watch_time_watch_HIGH,status_status_COMPLETED,0.2403225806451613,0.5916129032258064,0.21903225806451612,0.9114093959731543,1.5405502331062042,1.0,0.07685431841831425,4.609824046920818,0.4618819357804189,0.35736842105263156,0.7830719806609624,0.640819201803371
